n,k,x,y
36,25,16.914467174146353,-6.1563625798620345
36,26,17.726539554219745,-3.125667198004747
36,27,18.0,-4.408728476930472e-15
36,28,17.726539554219748,3.1256671980047384
36,29,16.91446717414635,6.156362579862041
36,30,15.588457268119903,8.999999999999988
36,31,13.788799976141606,11.570176974357704
36,32,11.570176974357713,13.7887999761416
36,33,8.999999999999995,15.5884572681199
36,34,6.156362579862035,16.914467174146353
36,35,3.125667198004748,17.726539554219745
37,0,1.1327982892113017e-15,18.5
37,1,-3.126515175954206,18.233894341432606
37,2,-6.163086202728062,17.44323274103006
37,3,-9.022356460552242,16.15076109348198
37,4,-11.622069949969378,14.393661454891134
37,5,-13.887437647175402,12.222482382716505
37,6,-15.753289048066259,9.699684745808785
37,7,-17.165947004985423,6.89784483893571
37,8,-18.084771920532194,3.8975664949209397
37,9,-18.483330874786606,0.7851622591287477
37,10,-18.35015805228922,-2.3498296653172597
37,11,-17.689084592676146,-5.417221268616176
37,12,-16.519128375767018,-8.328769279126957
37,13,-14.8739469117884,-11.000713761629301
37,14,-12.800869076084606,-13.356187738158702
37,15,-10.359533543545512,-15.327428511011082
37,16,-7.620173092513868,-16.85772707218051
37,17,-4.661594135624814,-17.90305951826973
37,18,-1.568909602796927,-18.43335353803674
37,19,1.56890960279692,-18.43335353803674
37,20,4.661594135624823,-17.90305951826973
37,21,7.620173092513862,-16.857727072180513
37,22,10.359533543545504,-15.327428511011087
37,23,12.8008690760846,-13.356187738158706
37,24,14.873946911788401,-11.0007137616293
37,25,16.519128375767014,-8.328769279126963
37,26,17.689084592676142,-5.417221268616182
37,27,18.35015805228922,-2.349829665317267
37,28,18.48333087478661,0.7851622591287409
37,29,18.084771920532194,3.897566494920941
37,30,17.165947004985426,6.897844838935704
37,31,15.753289048066268,9.699684745808774
37,32,13.887437647175407,12.222482382716501
37,33,11.622069949969385,14.39366145489113
37,34,9.022356460552233,16.150761093481986
37,35,6.163086202728068,17.443232741030055
37,36,3.12651517595422,18.233894341432606
38,0,1.1634144591899855e-15,19.0
38,1,-3.127297215333943,18.740864764651725
38,2,-6.169289914888986,17.97052759231206
38,3,-9.043000467704397,16.710001272923293
38,4,-11.67004154110369,14.993669678531479
38,5,-13.9787543027895,12.868349860889081
38,6,-15.906163086988043,10.39201500432611
38,7,-17.399693206446088,7.632213068406426
38,8,-18.41860505284728,4.664224255675182
38,9,-18.935105367126727,1.5690075639743208
38,10,-18.935105367126727,-1.5690075639743162
38,11,-18.41860505284728,-4.664224255675178
38,12,-17.39969320644609,-7.632213068406422
38,13,-15.906163086988041,-10.392015004326113
38,14,-13.978754302789504,-12.868349860889076
38,15,-11.670041541103693,-14.993669678531475
38,16,-9.043000467704394,-16.710001272923293
38,17,-6.169289914888974,-17.970527592312063
38,18,-3.127297215333956,-18.740864764651725
38,19,-3.4902433775699565e-15,-19.0
38,20,3.1272972153339493,-18.740864764651725
38,21,6.169289914888983,-17.97052759231206
38,22,9.043000467704388,-16.710001272923297
38,23,11.670041541103686,-14.99366967853148
38,24,13.978754302789504,-12.868349860889076
38,25,15.906163086988043,-10.392015004326112
38,26,17.399693206446095,-7.632213068406413
38,27,18.418605052847276,-4.664224255675185
38,28,18.935105367126727,-1.569007563974323
38,29,18.935105367126727,1.569007563974314
38,30,18.41860505284728,4.664224255675175
38,31,17.3996932064461,7.632213068406404
38,32,15.906163086988046,10.392015004326105
38,33,13.9787543027895,12.868349860889081
38,34,11.67004154110368,14.993669678531484
38,35,9.04300046770441,16.710001272923286
38,36,6.169289914888992,17.970527592312056
38,37,3.127297215333942,18.740864764651725
39,0,1.1940306291686695e-15,19.5
39,1,-3.128019976726322,19.2474801214393
39,2,-6.17502587912871,18.49646061796934
39,3,-9.062101854853486,17.266392500237593
39,4,-11.714474152640582,15.589133886368277
39,5,-14.063447723204382,13.50812489343719
39,6,-16.0481853849263,11.077262561257537
39,7,-17.617283474902454,8.359504947359554
39,8,-18.73010317681176,5.42524054637083
39,9,-19.357823044912053,2.3504652649788
39,10,-19.484185464345607,-0.7851858321335894
39,11,-19.105917714824223,-3.9005010286328634
39,12,-18.23281673236559,-6.914795297329444
39,13,-16.887495373796554,-9.750000000000002
39,14,-15.104796755639267,-12.332684824109855
39,15,-12.930891835695514,-14.595959589336466
39,16,-10.422083609492127,-16.481206668103994
39,17,-7.643348892271466,-17.93959915134707
39,18,-4.666655453607376,-18.933365439808014
39,19,-1.569098089976151,-19.436767508617095
39,20,1.569098089976144,-19.436767508617095
39,21,4.666655453607386,-18.93336543980801
39,22,7.64334889227146,-17.939599151347075
39,23,10.422083609492105,-16.481206668104008
39,24,12.930891835695506,-14.595959589336472
39,25,15.104796755639267,-12.332684824109853
39,26,16.887495373796558,-9.749999999999993
39,27,18.23281673236559,-6.9147952973294515
39,28,19.10591771482422,-3.9005010286328705
39,29,19.484185464345607,-0.7851858321335965
39,30,19.357823044912056,2.350465264978784
39,31,18.730103176811763,5.425240546370815
39,32,17.617283474902457,8.359504947359548
39,33,16.048185384926303,11.077262561257532
39,34,14.063447723204385,13.508124893437186
39,35,11.714474152640589,15.589133886368273
39,36,9.062101854853484,17.266392500237593
39,37,6.175025879128709,18.49646061796934
39,38,3.1280199767263333,19.2474801214393
40,0,1.2246467991473533e-15,20.0
40,1,-3.1286893008046164,19.753766811902757
40,2,-6.180339887498947,19.021130325903073
40,3,-9.079809994790933,17.820130483767358
40,4,-11.75570504584946,16.18033988749895
40,5,-14.14213562373095,14.142135623730951
40,6,-16.180339887498945,11.755705045849465
40,7,-17.820130483767358,9.079809994790937
40,8,-19.02113032590307,6.18033988749895
40,9,-19.753766811902754,3.1286893008046195
40,10,-20.0,2.4492935982947065e-15
40,11,-19.753766811902757,-3.1286893008046146
40,12,-19.021130325903073,-6.1803398874989455
40,13,-17.820130483767358,-9.079809994790933
40,14,-16.180339887498953,-11.75570504584946
40,15,-14.142135623730955,-14.14213562373095
40,16,-11.755705045849465,-16.180339887498945
40,17,-9.079809994790939,-17.820130483767358
40,18,-6.180339887498951,-19.02113032590307
40,19,-3.128689300804621,-19.753766811902754
40,20,-3.673940397442059e-15,-20.0
40,21,3.1286893008046137,-19.753766811902757
40,22,6.180339887498945,-19.021130325903073
40,23,9.079809994790933,-17.82013048376736
40,24,11.755705045849458,-16.180339887498953
40,25,14.142135623730947,-14.142135623730955
40,26,16.180339887498945,-11.755705045849467
40,27,17.820130483767358,-9.079809994790939
40,28,19.02113032590307,-6.180339887498953
40,29,19.753766811902754,-3.1286893008046226
40,30,20.0,-4.898587196589413e-15
40,31,19.753766811902757,3.1286893008046124
40,32,19.021130325903073,6.180339887498944
40,33,17.82013048376736,9.079809994790931
40,34,16.180339887498953,11.755705045849458
40,35,14.142135623730955,14.142135623730947
40,36,11.755705045849467,16.180339887498945
40,37,9.07980999479094,17.820130483767354
40,38,6.180339887498954,19.02113032590307
40,39,3.1286893008046235,19.753766811902754
41,0,1.255262969126037e-15,20.5
41,1,-3.129310326486924,20.259748687497144
41,2,-6.185272271201442,19.544626037126076
41,3,-9.096256676272674,18.37139391770164
41,4,-11.79403253448172,16.767551895717713
41,5,-14.215366266240952,14.770692668816135
41,6,-16.303503861105238,12.427620924816082
41,7,-18.009501143674314,9.793256279501396
41,8,-19.29337098358101,6.929346007374306
41,9,-20.125020559935525,3.903017737875704
41,10,-20.484956711541606,0.7852060406457289
41,11,-20.36474284007334,-2.3510102206672023
41,12,-19.76719665678939,-5.432120795031556
41,13,-18.706324137769275,-8.385907062012468
41,14,-17.206991235704976,-11.14313477502503
41,15,-15.304341043045238,-13.639176853394085
41,16,-13.042970067694476,-15.81552818634983
41,17,-10.475882928665754,-17.62117694323763
41,18,-7.6632499727357635,-19.01380024759294
41,19,-4.670996932514334,-19.960756189494468
41,20,-1.569259683148168,-20.43984892426668
41,21,1.5692596831481604,-20.43984892426668
41,22,4.670996932514309,-19.96075618949447
41,23,7.6632499727357555,-19.013800247592943
41,24,10.475882928665747,-17.621176943237632
41,25,13.042970067694469,-15.815528186349836
41,26,15.304341043045232,-13.639176853394092
41,27,17.20699123570497,-11.143134775025045
41,28,18.706324137769272,-8.385907062012473
41,29,19.76719665678939,-5.432120795031563
41,30,20.364742840073337,-2.351010220667219
41,31,20.484956711541606,0.7852060406457213
41,32,20.125020559935525,3.9030177378757056
41,33,19.293370983581017,6.929346007374299
41,34,18.00950114367432,9.79325627950139
41,35,16.30350386110525,12.427620924816068
41,36,14.21536626624096,14.77069266881613
41,37,11.79403253448172,16.767551895717713
41,38,9.09625667627268,18.371393917701635
41,39,6.185272271201444,19.544626037126076
41,40,3.1293103264869404,20.259748687497144
42,0,1.2858791391047208e-15,21.0
42,1,-3.1298875896996603,20.765447350727698
42,2,-6.189858662628988,20.067028921508953
42,3,-9.11155852146872,18.9203462259508
42,4,-11.829721219336063,17.35101426063589
42,5,-14.283627493189304,15.394089308426356
42,6,-16.418461131828625,13.093285839033406
42,7,-18.18653347947321,10.500000000000007
42,8,-19.548348721528292,7.672161511694291
42,9,-20.473486155818296,4.672939613082605
42,10,-20.941279740804784,1.569331965314918
42,11,-20.941279740804784,-1.5693319653149036
42,12,-20.473486155818296,-4.6729396130826
42,13,-19.54834872152829,-7.672161511694296
42,14,-18.186533479473216,-10.499999999999995
42,15,-16.41846113182863,-13.0932858390334
42,16,-14.283627493189307,-15.394089308426354
42,17,-11.829721219336061,-17.351014260635893
42,18,-9.111558521468725,-18.9203462259508
42,19,-6.189858662628998,-20.067028921508953
42,20,-3.1298875896996794,-20.765447350727698
42,21,-3.857637417314163e-15,-21.0
42,22,3.129887589699653,-20.7654473507277
42,23,6.189858662628973,-20.06702892150896
42,24,9.111558521468718,-18.920346225950805
42,25,11.82972121933607,-17.35101426063589
42,26,14.283627493189309,-15.39408930842635
42,27,16.418461131828625,-13.093285839033408
42,28,18.186533479473205,-10.500000000000009
42,29,19.54834872152829,-7.672161511694293
42,30,20.473486155818293,-4.672939613082607
42,31,20.941279740804784,-1.5693319653149207
42,32,20.941279740804784,1.5693319653149103
42,33,20.473486155818296,4.6729396130825975
42,34,19.54834872152829,7.672161511694302
42,35,18.18653347947322,10.499999999999984
42,36,16.418461131828632,13.0932858390334
42,37,14.283627493189302,15.394089308426357
42,38,11.829721219336077,17.351014260635882
42,39,9.111558521468726,18.9203462259508
42,40,6.189858662629,20.067028921508953
42,41,3.129887589699682,20.765447350727698
43,0,1.3164953090834046e-15,21.5
43,1,-3.130425106302604,21.27088241361487
43,2,-6.194130636352608,20.58841289803073
43,3,-9.12581902583002,19.467137106102655
43,4,-11.863006426564588,17.930953084632375
43,5,-14.347354441278146,16.012601928991312
43,6,-16.525913505238435,13.752969963516167
43,7,-18.35225141430295,11.200217320490502
43,8,-19.78744294673693,8.40875149053835
43,9,-20.800899486734643,5.4380677214211355
43,10,-21.371020967658836,2.3514809801243035
43,11,-21.485656239960147,-0.7852234957396564
43,12,-21.142362051833523,-3.9051922960578804
43,13,-20.3484551228886,-6.941928702586096
43,14,-19.120856200974156,-9.830709951049727
43,15,-17.485729425814657,-12.509966684495982
43,16,-15.477924685796912,-14.922595197243627
43,17,-13.14023485310377,-17.017174501228954
43,18,-10.522483727938338,-18.749062275091863
43,19,-7.680464130724358,-20.081346337749782
43,20,-4.674748775003482,-20.98563136745243
43,21,-1.5693992652095041,-21.442644098766362
43,22,1.5693992652094964,-21.442644098766362
43,23,4.674748775003474,-20.985631367452434
43,24,7.680464130724351,-20.081346337749782
43,25,10.522483727938331,-18.74906227509187
43,26,13.140234853103763,-17.017174501228958
43,27,15.4779246857969,-14.92259519724364
43,28,17.485729425814654,-12.509966684495987
43,29,19.120856200974153,-9.830709951049734
43,30,20.3484551228886,-6.941928702586104
43,31,21.14236205183352,-3.9051922960578977
43,32,21.485656239960147,-0.7852234957396644
43,33,21.371020967658836,2.3514809801242955
43,34,20.800899486734643,5.438067721421128
43,35,19.78744294673693,8.408751490538343
43,36,18.352251414302945,11.200217320490502
43,37,16.52591350523844,13.752969963516163
43,38,14.347354441278151,16.012601928991305
43,39,11.863006426564594,17.93095308463237
43,40,9.125819025830037,19.467137106102648
43,41,6.194130636352625,20.58841289803072
43,42,3.130425106302607,21.270882413614867
44,0,1.3471114790620886e-15,22.0
44,1,-3.13092644201227,21.77607172138052
44,2,-6.198116250511453,21.108845419518943
44,3,-9.1391302860415,20.011903897799407
44,4,-11.894097984023148,18.507577722285983
44,5,-14.40693614679627,16.626490635793683
44,6,-16.62649063579368,14.406936146796275
44,7,-18.507577722285983,11.894097984023151
44,8,-20.011903897799407,9.1391302860415
44,9,-21.108845419518943,6.198116250511453
44,10,-21.776071721380518,3.1309264420122735
44,11,-22.0,2.6942229581241772e-15
44,12,-21.77607172138052,-3.130926442012268
44,13,-21.108845419518943,-6.198116250511447
44,14,-20.011903897799407,-9.139130286041494
44,15,-18.50757772228599,-11.894097984023139
44,16,-16.626490635793683,-14.40693614679627
44,17,-14.406936146796275,-16.62649063579368
44,18,-11.894097984023144,-18.507577722285987
44,19,-9.139130286041517,-20.011903897799396
44,20,-6.198116250511454,-21.108845419518943
44,21,-3.130926442012275,-21.776071721380518
44,22,-4.0413344371862654e-15,-22.0
44,23,3.130926442012267,-21.77607172138052
44,24,6.198116250511445,-21.108845419518943
44,25,9.13913028604151,-20.0119038977994
44,26,11.894097984023137,-18.50757772228599
44,27,14.406936146796276,-16.62649063579368
44,28,16.626490635793672,-14.406936146796282
44,29,18.507577722285987,-11.894097984023144
44,30,20.011903897799396,-9.13913028604152
44,31,21.108845419518943,-6.198116250511455
44,32,21.776071721380518,-3.1309264420122767
44,33,22.0,-5.3884459162483544e-15
44,34,21.77607172138052,3.130926442012266
44,35,21.108845419518943,6.198116250511444
44,36,20.011903897799407,9.139130286041492
44,37,18.50757772228598,11.894097984023151
44,38,16.62649063579369,14.40693614679626
44,39,14.406936146796284,16.626490635793672
44,40,11.894097984023146,18.507577722285987
44,41,9.13913028604152,20.011903897799396
44,42,6.198116250511457,21.108845419518943
44,43,3.130926442012278,21.776071721380518
45,0,1.3777276490407724e-15,22.5
45,1,-3.1313947716014705,22.281031546685334
45,2,-6.201840505882479,21.628388158612175
45,3,-9.151574469205501,20.55477279695852
45,4,-11.923183445247108,19.081082163519586
45,5,-14.462721217947136,17.235999970177005
45,6,-16.720758573241365,15.055438643074313
45,7,-18.653345382488435,12.581840328091806
45,8,-20.222866041731255,9.863350802754248
45,9,-21.398771616640953,6.952882373436319
45,10,-22.15817444277468,3.9070839975059313
45,11,-22.486293607929653,0.7852386758062757
45,12,-22.376742645786152,-2.351890423522194
45,13,-21.83165384120992,-5.443242650992519
45,14,-20.861636727752717,-8.42864835185802
45,15,-19.485571585149874,-11.249999999999993
45,16,-17.730241956151247,-13.85238319482731
45,17,-15.629813335327437,-16.18514550761965
45,18,-13.225168176580649,-18.202882373436314
45,19,-10.563110162682541,-19.86632083932586
45,20,-7.695453224827542,-21.14308396768294
45,21,-4.6780130433995755,-22.008321016510628
45,22,-1.5695206592428255,-22.445191130846045
45,23,1.5695206592427975,-22.445191130846048
45,24,4.6780130433995675,-22.00832101651063
45,25,7.695453224827533,-21.14308396768294
45,26,10.563110162682534,-19.86632083932586
45,27,13.22516817658064,-18.20288237343632
45,28,15.629813335327437,-16.18514550761965
45,29,17.730241956151247,-13.85238319482731
45,30,19.485571585149863,-11.25000000000001
45,31,20.861636727752714,-8.428648351858028
45,32,21.83165384120992,-5.443242650992527
45,33,22.37674264578615,-2.351890423522202
45,34,22.486293607929653,0.7852386758062774
45,35,22.158174442774683,3.9070839975059233
45,36,21.398771616640957,6.952882373436311
45,37,20.22286604173126,9.86335080275424
45,38,18.653345382488446,12.58184032809179
45,39,16.72075857324138,15.0554386430743
45,40,14.462721217947141,17.235999970177
45,41,11.923183445247133,19.08108216351957
45,42,9.151574469205505,20.55477279695852
45,43,6.201840505882497,21.62838815861217
45,44,3.1313947716014834,22.28103154668533
46,0,1.4083438190194562e-15,23.0
46,1,-3.1318329292136684,22.785776758835606
46,2,-6.205325736611554,22.147097608999385
46,3,-9.163225066463554,21.09585993462542
46,4,-11.950430850814968,19.65164630456924
46,5,-14.515022719499216,17.841359686201656
46,6,-16.809227178396856,15.698722294029045
46,7,-18.790307539240164,13.263647408641946
46,8,-20.42136002325463,10.581495867816502
46,9,-21.67200120873287,7.702231079932686
46,10,-22.51893401669343,4.679488300210573
46,11,-22.9463816913824,1.5695755073874398
46,12,-22.9463816913824,-1.569575507387434
46,13,-22.51893401669343,-4.679488300210577
46,14,-21.672001208732873,-7.70223107993268
46,15,-20.421360023254632,-10.581495867816496
46,16,-18.790307539240168,-13.26364740864194
46,17,-16.80922717839685,-15.698722294029047
46,18,-14.515022719499221,-17.84135968620165
46,19,-11.950430850814971,-19.651646304569237
46,20,-9.163225066463545,-21.095859934625423
46,21,-6.2053257366115595,-22.14709760899938
46,22,-3.1318329292136844,-22.785776758835606
46,23,-4.225031457058368e-15,-23.0
46,24,3.131832929213676,-22.785776758835606
46,25,6.205325736611571,-22.14709760899938
46,26,9.163225066463555,-21.095859934625416
46,27,11.950430850814964,-19.65164630456924
46,28,14.515022719499214,-17.841359686201656
46,29,16.80922717839686,-15.698722294029038
46,30,18.790307539240164,-13.263647408641948
46,31,20.42136002325462,-10.581495867816514
46,32,21.67200120873287,-7.702231079932688
46,33,22.51893401669343,-4.679488300210576
46,34,22.946381691382403,-1.5695755073874218
46,35,22.9463816913824,1.5695755073874311
46,36,22.51893401669343,4.679488300210565
46,37,21.672001208732873,7.702231079932678
46,38,20.42136002325464,10.581495867816486
46,39,18.79030753924017,13.263647408641937
46,40,16.809227178396853,15.698722294029045
46,41,14.515022719499221,17.84135968620165
46,42,11.950430850814975,19.651646304569237
46,43,9.163225066463564,21.095859934625416
46,44,6.205325736611581,22.147097608999378
46,45,3.131832929213667,22.785776758835606
47,0,1.43895998899814e-15,23.5
47,1,-3.132243451283802,23.290320971637332
47,2,-6.208591943975222,22.66502561377785
47,3,-9.174147966342126,21.635272336896076
47,4,-11.975991100910061,20.219437112613274
47,5,-14.564122390565752,18.442785554048537
47,6,-16.892356571131334,16.337022050354097
47,7,-18.91914624849773,13.939724001139849
47,8,-20.60832331285678,11.29367124688707
47,9,-21.92974435947766,8.446082661681553
47,10,-22.85982859847837,5.447773531286924
47,11,-23.381978654579843,2.3522487531663203
47,12,-23.486876747660983,-0.7852519596803447
47,13,-23.172650968765673,-3.908739832703549
47,14,-22.444908684362446,-6.962476150812393
47,15,-21.316636472757008,-9.891966917065869
47,16,-19.80796837829473,-12.644935299339256
47,17,-17.945826618862302,-15.172254511631854
47,18,-15.763441158271752,-17.428824482727002
47,19,-13.299756716768984,-19.374376668031367
47,20,-10.59873780157841,-20.9741926427072
47,21,-7.708584159229871,-22.199723652786094
47,22,-4.680870649940164,-23.029100068359785
47,23,-1.569626893010351,-23.4475216476441
47,24,1.5696268930103425,-23.4475216476441
47,25,4.680870649940156,-23.02910006835979
47,26,7.708584159229863,-22.199723652786098
47,27,10.598737801578384,-20.974192642707216
47,28,13.299756716768979,-19.374376668031374
47,29,15.763441158271762,-17.42882448272699
47,30,17.9458266188623,-15.172254511631863
47,31,19.807968378294728,-12.644935299339261
47,32,21.316636472757008,-9.891966917065876
47,33,22.444908684362442,-6.962476150812401
47,34,23.172650968765673,-3.908739832703558
47,35,23.486876747660983,-0.7852519596803533
47,36,23.381978654579843,2.3522487531663114
47,37,22.859828598478373,5.4477735312869155
47,38,21.929744359477667,8.446082661681535
47,39,20.60832331285679,11.293671246887055
47,40,18.91914624849774,13.939724001139835
47,41,16.892356571131348,16.337022050354083
47,42,14.56412239056575,18.442785554048537
47,43,11.97599110091007,20.21943711261327
47,44,9.174147966342138,21.635272336896072
47,45,6.208591943975231,22.665025613777846
47,46,3.132243451283811,23.290320971637332
48,0,1.4695761589768238e-15,24.0
48,1,-3.1326286132812386,23.79467667297145
48,2,-6.211657082460495,23.18221983093764
48,3,-9.184402376762154,22.17310878027088
48,4,-11.999999999999995,20.784609690826528
48,5,-14.610274296209296,19.040480166989646
48,6,-16.97056274847714,16.970562748477143
48,7,-19.040480166989642,14.610274296209301
48,8,-20.784609690826525,12.000000000000007
48,9,-22.17310878027088,9.184402376762158
48,10,-23.18221983093764,6.211657082460494
48,11,-23.79467667297145,3.1326286132812378
48,12,-24.0,2.9391523179536475e-15
48,13,-23.794676672971452,-3.1326286132812315
48,14,-23.18221983093764,-6.211657082460489
48,15,-22.173108780270887,-9.184402376762142
48,16,-20.78460969082653,-11.999999999999993
48,17,-19.040480166989646,-14.610274296209296
48,18,-16.970562748477143,-16.97056274847714
48,19,-14.610274296209301,-19.04048016698964
48,20,-11.999999999999991,-20.78460969082653
48,21,-9.184402376762169,-22.173108780270876
48,22,-6.211657082460495,-23.18221983093764
48,23,-3.13262861328126,-23.79467667297145
48,24,-4.408728476930472e-15,-24.0
48,25,3.132628613281251,-23.79467667297145
48,26,6.211657082460487,-23.18221983093764
48,27,9.18440237676216,-22.17310878027088
48,28,11.999999999999984,-20.784609690826535
48,29,14.610274296209294,-19.040480166989646
48,30,16.97056274847712,-16.97056274847716
48,31,19.04048016698964,-14.610274296209301
48,32,20.78460969082652,-12.00000000000001
48,33,22.173108780270883,-9.184402376762149
48,34,23.18221983093764,-6.211657082460496
48,35,23.79467667297145,-3.1326286132812404
48,36,24.0,-5.878304635907295e-15
48,37,23.794676672971452,3.1326286132812284
48,38,23.18221983093764,6.211657082460485
48,39,22.17310878027089,9.184402376762138
48,40,20.784609690826528,12.0
48,41,19.04048016698966,14.610274296209276
48,42,16.970562748477143,16.970562748477136
48,43,14.610274296209305,19.04048016698964
48,44,12.000000000000014,20.78460969082652
48,45,9.18440237676215,22.173108780270883
48,46,6.211657082460519,23.182219830937633
48,47,3.1326286132812418,23.79467667297145
49,0,1.5001923289555077e-15,24.5
49,1,-3.1329904612703943,24.29885533866953
49,2,-6.214537305782926,23.69872414445622
49,3,-9.194041619544665,22.709460554977532
49,4,-12.02258002409647,21.347308251023044
49,5,-14.653707997034791,19.634633735764936
49,6,-17.044222489785415,17.599559077394325
49,7,-19.15487132046673,15.275500145538974
49,8,-20.950997693630978,12.700617923607867
49,9,-22.403109263887405,9.917191906498655
49,10,-23.487362399398187,6.970925872460291
49,11,-24.185953693654028,3.9101974283178
49,12,-24.487412296916855,0.7852636505055516
49,13,-24.386788267255355,-2.3525641347382016
49,14,-23.885733848454677,-5.4517628819296995
49,15,-22.99247634021913,-8.461443833322033
49,16,-21.721683006138505,-11.332188110900459
49,17,-20.094220237625418,-14.01685817299316
49,18,-18.13681092834523,-16.47137181140226
49,19,-15.881595685040832,-18.65542598004378
49,20,-13.365605079658435,-20.5331585698501
49,21,-10.630151608380178,-22.073737263609267
49,22,-7.720151341578722,-23.251865801761376
49,23,-4.683386403183628,-24.048199346281102
49,24,-1.569720389527465,-24.44966212238324
49,25,1.5697203895274559,-24.44966212238324
49,26,4.683386403183619,-24.048199346281102
49,27,7.720151341578714,-23.25186580176138
49,28,10.630151608380169,-22.07373726360927
49,29,13.365605079658428,-20.533158569850105
49,30,15.88159568504081,-18.6554259800438
49,31,18.136810928345234,-16.47137181140226
49,32,20.094220237625414,-14.016858172993166
49,33,21.7216830061385,-11.332188110900466
49,34,22.992476340219135,-8.461443833322031
49,35,23.885733848454677,-5.451762881929708
49,36,24.386788267255355,-2.3525641347382
49,37,24.487412296916855,0.7852636505055427
49,38,24.18595369365403,3.9101974283177694
49,39,23.48736239939819,6.970925872460283
49,40,22.403109263887405,9.917191906498644
49,41,20.95099769363099,12.700617923607851
49,42,19.154871320466736,15.275500145538967
49,43,17.04422248978543,17.599559077394314
49,44,14.653707997034816,19.63463373576492
49,45,12.022580024096479,21.347308251023037
49,46,9.194041619544679,22.70946055497753
49,47,6.214537305782936,23.698724144456218
49,48,3.132990461270414,24.29885533866953
50,0,1.5308084989341915e-15,25.0
50,1,-3.133330839107604,24.802867532861946
50,2,-6.217247179121365,24.21457902821578
50,3,-9.20311381711695,23.244412147206283
50,4,-12.043841852542876,21.90766700109659
50,5,-14.694631307311825,20.225424859373685
50,6,-17.11367764821722,18.224215685535285
50,7,-19.26283106939473,15.935599743717246
50,8,-21.108198137550378,13.395669874474917
50,9,-22.620676311650485,10.644482289126822
50,10,-23.776412907378838,7.725424859373688
50,11,-24.557181268217217,4.684532864643114
50,12,-24.950668210706787,1.5697629882328394
50,13,-24.950668210706787,-1.5697629882328337
50,14,-24.557181268217217,-4.684532864643108
50,15,-23.77641290737884,-7.725424859373682
50,16,-22.620676311650488,-10.644482289126817
50,17,-21.108198137550374,-13.395669874474919
50,18,-19.262831069394732,-15.93559974371724
50,19,-17.113677648217223,-18.224215685535285
50,20,-14.69463130731183,-20.225424859373682
50,21,-12.043841852542881,-21.90766700109659
50,22,-9.203113817116945,-23.244412147206287
50,23,-6.217247179121382,-24.214579028215773
50,24,-3.133330839107615,-24.802867532861946
50,25,-4.592425496802574e-15,-25.0
50,26,3.1333308391076056,-24.802867532861946
50,27,6.217247179121373,-24.214579028215777
50,28,9.203113817116936,-23.24441214720629
50,29,12.043841852542894,-21.907667001096584
50,30,14.694631307311823,-20.22542485937369
50,31,17.113677648217198,-18.224215685535302
50,32,19.262831069394736,-15.93559974371724
50,33,21.10819813755038,-13.395669874474908
50,34,22.62067631165049,-10.644482289126806
50,35,23.776412907378838,-7.725424859373691
50,36,24.557181268217217,-4.684532864643117
50,37,24.950668210706787,-1.5697629882328317
50,38,24.950668210706787,1.5697629882328195
50,39,24.557181268217217,4.6845328646431055
50,40,23.77641290737884,7.725424859373679
50,41,22.6206763116505,10.644482289126794
50,42,21.108198137550378,13.395669874474917
50,43,19.26283106939474,15.93559974371723
50,44,17.113677648217227,18.22421568553528
50,45,14.694631307311834,20.225424859373682
50,46,12.043841852542904,21.907667001096577
50,47,9.203113817116948,23.244412147206287
50,48,6.217247179121385,24.214579028215773
50,49,3.1333308391076184,24.802867532861946
51,0,1.5614246689128753e-15,25.5
51,1,-3.133651411950211,25.30672299663436
51,2,-6.219799862763615,24.729821868892742
51,3,-9.211662487772399,23.778041849811075
51,4,-12.063885699318254,22.465810954287505
51,5,-14.733232700910403,20.813021265083655
51,6,-17.17923891298721,18.844727389126806
51,7,-19.364825374695034,16.59076665520817
51,8,-21.256860823138545,14.085306810492904
51,9,-22.826663929554087,11.366328072301728
51,10,-24.050438079017574,8.475047386731323
51,11,-24.909632102869818,5.455293621765694
51,12,-25.391221495523382,2.352843166314197
51,13,-25.48790585269083,-0.7852739931823387
51,14,-25.198219538072113,-3.9114871994064737
51,15,-24.526553900906887,-6.978406246838112
51,16,-23.483090707596322,-9.939539768963314
51,17,-22.083647796503183,-12.750000000000004
51,18,-20.34943929564611,-15.367183227671033
51,19,-18.30675403814327,-17.751415622054626
51,20,-15.986557050299714,-19.866554650404595
51,21,-13.424020153372583,-21.680536961105158
51,22,-10.657988794612994,-23.165864431397846
51,23,-7.730393189882614,-24.30002101089249
51,24,-4.685612704322534,-25.065814041939497
51,25,-1.5698031064155424,-25.451634882794625
51,26,1.5698031064155333,-25.451634882794625
51,27,4.6856127043225255,-25.065814041939497
51,28,7.730393189882604,-24.300021010892493
51,29,10.657988794612985,-23.16586443139785
51,30,13.424020153372574,-21.680536961105158
51,31,15.986557050299709,-19.866554650404602
51,32,18.306754038143257,-17.75141562205464
51,33,20.349439295646103,-15.367183227671042
51,34,22.08364779650319,-12.749999999999991
51,35,23.48309070759632,-9.939539768963323
51,36,24.526553900906883,-6.978406246838121
51,37,25.198219538072117,-3.911487199406472
51,38,25.48790585269083,-0.785273993182348
51,39,25.391221495523382,2.3528431663141878
51,40,24.909632102869818,5.455293621765685
51,41,24.050438079017578,8.475047386731314
