m,j,gap,side,k_snap,r_out,r_in,gm,am,tension,hx,hy,atan2,Px,Py,leg_chord,leg_path,leg_chord_over_path,k_frozen
326,512081,1571,up,326.0,163.0,0.006134969325153374,1.0,81.50306748466258,80.50306748466258,0.999998978431334,0.0014293831846618568,0.0014293836713997466,162.99983348430743,0.23298945909988264,325.49999338684694,511.3597444465557,0.6365381650038475,325.9586250795671
327,513652,1571,down,327.0,163.5,0.0061162079510703364,1.0,81.75305810397553,80.75305810397553,-0.9999983208976544,-0.0018325397326545243,-3.139760112831464,-163.4997254667665,-0.29962024628901474,326.4999933665299,512.930743697866,0.6365381630523783,326.9586250795671
328,515222,1570,up,328.0,164.0,0.006097560975609756,1.0,82.0030487804878,81.0030487804878,0.9999999722226345,0.00023570050973359478,0.00023570051191597455,163.99999544451205,0.038654883596309544,327.4998956137679,514.1737437541401,0.6369440283406748,327.9579885423297
329,516793,1571,down,329.0,164.5,0.0060790273556231,1.0,82.2530395136778,81.2530395136778,-0.9999997959304912,-0.00063885755538774,-3.1409537959909484,-164.4999664305658,-0.10509206786128322,328.49999332589584,516.0732423490824,0.6365375422887974,328.9579885423297
330,518364,1571,up,330.0,165.0,0.006060606060606061,1.0,82.5030303030303,81.5030303030303,0.9999994571027464,0.0010420144972032859,0.0010420146857722632,164.99991042195316,0.17193239203854216,329.49999330557887,517.6437416433866,0.6365381570334465,329.9579885423297
331,519935,1571,down,331.0,165.5,0.006042296072507553,1.0,82.75302114803625,81.75302114803625,-0.9999989557394555,-0.0014451712696556991,-3.1401474818170922,-165.4998271748799,-0.2391758451280182,330.4999932852619,519.214740748412,0.636538155309052,330.9579885423297
332,521506,1571,up,332.0,166.0,0.006024096385542169,1.0,83.00301204819277,82.00301204819277,0.9999982918406997,0.0018483278072152533,0.0018483288596287503,165.99971644555615,0.306822415997732,331.4999932649449,520.7857400221703,0.6365381533888248,331.9579885423297
333,523076,1570,down,333.0,166.5,0.006006006006006006,1.0,83.253003003003,82.253003003003,-0.9999999683767389,-0.0002514886105667652,-3.1413411649765757,-166.499994734727,-0.0418728536593664,332.49989402007753,522.0237401030081,0.636944009394031,332.9573520050923
334,524647,1571,up,334.0,167.0,0.005988023952095809,1.0,83.50299401197604,82.50299401197604,0.9999997857195113,0.0006546456533857491,0.0006546457001450165,166.9999642151584,0.10932582411542009,333.4999932243109,523.9282387061019,0.6365375419502596,333.9573520050923
335,526218,1571,down,335.0,167.5,0.005970149253731343,1.0,83.75298507462686,82.75298507462686,-0.999999440526684,-0.0010578025898016867,-3.140534850802721,-167.49990628821956,-0.17718193379178251,334.4999932039939,525.498738036128,0.636538147463633,334.9573520050923
336,527789,1571,up,336.0,168.0,0.005952380952380952,1.0,84.00297619047619,83.00297619047619,0.9999989327983131,0.0014609593542883237,0.001460959874001308,167.9998207101166,0.24544117152043837,335.4999931836769,527.0697371604966,0.6365381457701008,335.9573520050923
337,529360,1571,down,337.0,168.5,0.005934718100890208,1.0,84.25296735905044,83.25296735905044,-0.9999982625344811,-0.0018641158813160082,-3.1397285366288643,-168.49970723706008,-0.3141035260017474,336.49999316335993,528.6407364557084,0.6365381438809213,336.9573520050923
338,530930,1570,up,338.0,169.0,0.005917159763313609,1.0,84.50295857988165,83.50295857988165,0.999999964281579,0.00026727671133491355,0.00026727671451714764,168.99999396358686,0.045169764215600386,337.49989242638736,529.8737365600579,0.6369439908787287,337.95671546785485
339,532501,1571,down,339.0,169.5,0.0058997050147492625,1.0,84.75294985250737,83.75294985250737,-0.9999997752592674,-0.0006704337512186319,-3.14092221978835,-169.49996190644583,-0.1136385208315581,338.4999931227259,531.7832351707431,0.6365375414929009,338.95671546785485
340,534072,1571,up,340.0,170.0,0.0058823529411764705,1.0,85.00294117647059,84.00294117647059,0.9999994237013576,0.0010735906821342696,0.0010735908883706012,169.9999020292308,0.18251041596282583,339.49999310240895,533.3537345351217,0.6365381380488911,339.95671546785485
341,535643,1571,down,341.0,170.5,0.005865102639296188,1.0,85.25293255131965,84.25293255131965,-0.9999989096079068,-0.0014767474385520053,-3.1401159056144965,-170.49981408814813,-0.2517854382731169,340.499993082092,534.9247336779538,0.6365381363859064,340.95671546785485
342,537214,1571,up,342.0,171.0,0.005847953216374269,1.0,85.50292397660819,84.50292397660819,0.9999982329789989,0.0018799039549478355,0.0018799050622252075,170.9996978394088,0.32146357629607986,341.4999930617749,536.4957329936826,0.6365381345275232,341.95671546785485
343,538784,1570,down,343.0,171.5,0.0058309037900874635,1.0,85.75291545189505,84.75291545189505,-0.9999999599371554,-0.00028306481203117556,-3.141309588773982,-171.49999312922216,-0.04854561526334661,342.49989083269725,537.7237331205525,0.6369439727814878,342.9560789306174
344,540355,1571,up,344.0,172.0,0.005813953488372093,1.0,86.00290697674419,85.00290697674419,0.9999997645497593,0.000686221848881678,0.0006862219027387163,171.9999595025586,0.11803015800764863,343.4999930211409,539.6382317383069,0.636537540927453,343.9560789306174
345,541926,1571,down,345.0,172.5,0.005797101449275362,1.0,86.25289855072464,85.25289855072464,-0.9999994066267671,-0.0010893787741948029,-3.140503274600129,-172.49989764311732,-0.1879178385486035,344.4999930008239,541.2087311357416,0.6365381287879098,344.9560789306174
346,543497,1571,up,346.0,173.0,0.005780346820809248,1.0,86.5028901734104,85.5028901734104,0.9999988861682368,0.0014925355224482595,0.0014925360765929972,172.999807307105,0.2582086453835489,345.4999929805069,542.779730296208,0.6365381271551154,345.9560789306174
347,545068,1571,down,347.0,173.5,0.005763688760806916,0.9999999999999999,86.7528818443804,85.7528818443804,-0.999998203174253,-0.0018956920281110337,-3.139696960426272,-173.4996882507329,-0.3289025668772643,346.49999296018996,544.3507296315706,0.6365381253272303,346.9560789306174
348,546638,1570,up,348.0,174.0,0.005747126436781609,1.0,87.00287356321839,86.00287356321839,0.9999999553434673,0.00029885291265989444,0.00029885291710847283,173.9999922297633,0.052000406802821635,347.49988923900725,545.5737297800259,0.6369439550894769,347.95544239338
349,548209,1571,down,349.0,174.5,0.0057306590257879654,1.0,87.2528653295129,86.2528653295129,-0.9999997535909871,-0.0007020099463737531,-3.140890643585759,-174.49995700162725,-0.12250073564221992,348.49999291955595,547.4932284043621,0.6365375402637206,348.95544239338
350,549780,1571,up,350.0,175.0,0.005714285714285714,1.0,87.50285714285714,86.50285714285714,0.9999993893029125,0.0011051668659888612,0.0011051670909629783,174.9998931280097,0.1934042015480507,349.49999289923886,549.0637278336256,0.6365381196791468,349.95544239338
351,551351,1571,down,351.0,175.5,0.005698005698005698,1.0,87.752849002849,86.752849002849,-0.9999988624793028,-0.0015083236059743454,-3.140084329411902,-175.49980036511764,-0.26471079284849763,350.4999928789219,550.6347270109463,0.6365381180761491,350.95544239338
352,552922,1571,up,352.0,176.0,0.005681818181818182,1.0,88.0028409090909,87.0028409090909,0.9999981731202434,0.0019114801008038504,0.001911481264819468,175.99967846916283,0.3364204977414777,351.4999928586049,552.2057263651102,0.6365381162784218,351.95544239338
353,554492,1570,down,353.0,176.5,0.0056657223796034,1.0,88.2528328611898,87.2528328611898,-0.9999999505005153,-0.0003146410132170933,-3.1412780125713846,-176.49999126334095,-0.05553413883281697,352.49988764531736,553.423726534266,0.6369439377902997,352.95480585614257
354,556063,1571,up,354.0,177.0,0.005649717514124294,1.0,88.50282485875707,87.50282485875707,0.9999997423829511,0.0007177980436946389,0.0007177981053336499,176.99995440178233,0.1270502537339511,353.49999281797096,555.3482251647307,0.6365375395106623,353.95480585614257
355,557634,1571,down,355.0,177.5,0.005633802816901409,1.0,88.75281690140845,87.75281690140845,-0.9999993717297944,-0.0011209549575060694,-3.140471698397533,-177.4998884820385,-0.19896950495732732,354.499992797654,556.9187246246637,0.6365381107208594,354.95480585614257
356,559205,1571,up,356.0,178.0,0.0056179775280898875,1.0,89.00280898876404,88.00280898876404,0.999998838541105,0.0015241116891246877,0.0015241122791893212,177.9997932603167,0.2712918806641944,355.49999277733696,558.4897238180974,0.6365381091472416,355.95480585614257
357,560776,1571,down,357.0,178.5,0.0056022408963585435,1.0,89.25280112044818,88.25280112044818,-0.99999814281697,-0.0019272681730199536,-3.139665384223676,-178.49966849282913,-0.3440173688840617,356.49999275702,560.0607231902753,0.6365381073793002,356.95480585614257
358,562346,1570,up,358.0,179.0,0.00558659217877095,1.0,89.50279329608938,88.50279329608938,0.999999945408299,0.00033042911369280737,0.0003304291197057033,178.99999022808552,0.05914681135101252,357.4998860516276,561.273723379297,0.6369439208719854,357.95416931890514
359,563917,1571,down,359.0,179.5,0.005571030640668524,1.0,89.75278551532034,88.75278551532034,-0.9999997309256509,-0.0007335861408386698,-3.140859067383158,-179.49995170115432,-0.13167871228054123,358.49999271638603,563.2032220154663,0.6365375386764764,358.95416931890514
360,565488,1571,up,360.0,180.0,0.005555555555555556,1.0,90.00277777777778,89.00277777777778,0.9999993539074118,0.0011367430487482265,0.0011367432935620427,179.99988370333412,0.20461374877468078,359.49999269606894,564.7737215049536,0.6365381019111664,359.95416931890514
361,567059,1571,down,361.0,180.5,0.00554016620498615,1.0,90.25277008310249,89.25277008310249,-0.9999988143536435,-0.0015398997718966204,-3.140052753209304,-180.49978599083263,-0.27795190882734,360.49999267575197,566.3447207138161,0.6365381003664708,360.95416931890514
362,568630,1571,up,362.0,181.0,0.0055248618784530384,1.0,90.50276243093923,89.50276243093923,0.999998112264433,0.0019430562447565788,0.001943057467416296,180.9996583198624,0.35169318030094077,361.499992655435,567.9157201032649,0.6365380986279143,361.95416931890514
363,570200,1570,down,363.0,181.5,0.005509641873278237,1.0,90.75275482093664,89.75275482093664,-0.9999999400668185,-0.0003462172140898073,-3.1412464363687866,-181.49998912212754,-0.06283842435730003,362.4998844579378,569.1237203113625,0.6369439043229781,362.9535327816677
364,571771,1571,up,364.0,182.0,0.005494505494505495,1.0,91.00274725274726,90.00274725274726,0.9999997192190864,0.000749374237797536,0.000749374307934205,181.9999488978737,0.13638611127915157,363.49999261480093,571.0582189528391,0.6365375377686677,363.9535327816677
365,573342,1571,down,365.0,182.5,0.005479452054794521,1.0,91.2527397260274,90.2527397260274,-0.9999993358357656,-0.001152531139705775,-3.140440122194931,-182.49987879002722,-0.21033693299630393,364.49999259448407,572.6287184708374,0.63653809324802,364.9535327816677
366,574913,1571,up,366.0,183.0,0.00546448087431694,1.0,91.50273224043715,90.50273224043715,0.9999987899169179,0.0015556878542861037,0.0015556884817902585,182.999778554796,0.284690877334357,365.4999925741671,574.1997176944675,0.6365380917317869,365.9535327816677
367,576484,1571,down,367.0,183.5,0.005449591280653951,1.0,91.75272479564033,90.75272479564033,-0.9999980814626325,-0.0019588443160127606,-3.1396338080210744,-183.49964794839306,-0.3594479319883416,366.49999255385006,575.7707171004836,0.6365380900221927,366.9535327816677
368,578054,1570,up,368.0,184.0,0.005434782608695652,1.0,92.00271739130434,91.00271739130434,0.9999999344760739,0.00036200531440209056,0.0003620053223087606,183.9999879435976,0.06660897784998467,367.4998828642482,576.9737173269093,0.6369438881321267,367.9528962444303
369,579625,1571,down,369.0,184.5,0.005420054200542005,1.0,92.25271002710028,91.25271002710028,-0.9999997072632579,-0.0007651623345732492,-3.1408274911805565,-184.4999459900711,-0.14117245072876447,368.499992513216,578.9132159733233,0.6365375367941103,368.9528962444303
370,581196,1571,up,370.0,185.0,0.005405405405405406,1.0,92.5027027027027,91.5027027027027,0.999999317514855,0.00116831923037607,0.0011683194961629824,184.99987374024818,0.21613905761957294,369.499992492899,580.4837155188355,0.6365380847292855,369.9528962444303
371,582767,1571,down,371.0,185.5,0.005390835579514825,1.0,92.75269541778975,91.75269541778975,-0.9999987652309286,-0.0015714759362865038,-3.140021177006703,-185.49977095033725,-0.29150878618114645,370.4999924725821,582.0547147566127,0.6365380832410358,370.9528962444303
372,584338,1571,up,372.0,186.0,0.005376344086021506,1.0,93.00268817204301,92.00268817204301,0.9999980504115681,0.00197463238677597,0.0019746336700171233,185.99963737655168,0.36728162394033037,371.4999924522651,583.6257141785317,0.6365380815599617,371.9528962444303
373,585908,1570,down,373.0,186.5,0.005361930294906166,1.0,93.25268096514745,92.25268096514745,-0.9999999286360655,-0.00037779341462011474,-3.141214860166186,-186.4999866906262,-0.0704584718266514,372.49988127055866,584.8237144225753,0.6369438722886703,372.95225970719287
374,587479,1571,up,374.0,187.0,0.0053475935828877,0.9999999999999999,93.50267379679144,92.50267379679144,0.9999996950581654,0.0007809504311542942,0.0007809505105357897,186.99994297587693,0.146037730625853,373.49999241163107,586.7682130735809,0.6365375357591058,373.95225970719287
375,589050,1571,down,375.0,187.5,0.005333333333333333,1.0,93.75266666666667,92.75266666666667,-0.9999992989446808,-0.001184107320755745,-3.140408545992329,-187.49986855212765,-0.2220201226417022,374.49999239131404,588.338712645659,0.636538076352738,374.95225970719287
376,590621,1571,up,376.0,188.0,0.005319148936170213,1.0,94.00265957446808,93.00265957446808,0.9999987402956753,0.0015872640178981872,0.0015872646843929723,187.99976317558693,0.2984056353648592,375.4999923709971,589.9097118969966,0.6365380748919807,375.95225970719287
377,592192,1571,down,377.0,188.5,0.005305039787798408,1.0,94.2526525198939,93.2526525198939,-0.9999980191112401,-0.001990420457054,-3.139602231818471,-188.49962660246877,-0.37519425615467894,376.49999235068015,591.4807113341856,0.6365380732389738,376.95225970719287
378,593762,1570,up,378.0,189.0,0.005291005291005291,1.0,94.5026455026455,93.5026455026455,0.9999999225467925,0.00039358151474876266,0.0003935815249101466,188.9999853613438,0.07438690628751614,377.4998796768691,592.6737115951785,0.6369438567822251,377.95162316995544
379,595333,1571,down,379.0,189.5,0.005277044854881266,1.0,94.75263852242745,93.75263852242745,-0.9999996826038091,-0.0007967385275441055,-3.1407959149779554,-189.49993985342184,-0.15098195096960798,378.4999923100462,594.6232102504499,0.6365375346694345,378.95162316995544
380,596904,1571,up,380.0,190.0,0.005263157894736842,1.0,95.00263157894737,94.00263157894737,0.9999992801252424,0.0011998954108421208,0.0011998956987670098,189.99986322379607,0.22798012806000295,379.49999228972916,596.1937098481916,0.6365380681160843,379.95162316995544
381,598475,1571,down,381.0,190.5,0.005249343832020997,1.0,95.25262467191601,94.25262467191601,-0.9999987151111582,-0.001603052099113416,-3.1399896008040984,-190.49975522867564,-0.30538142488110576,380.4999922694122,597.7647091125356,0.636538066682319,380.95162316995544
382,600045,1570,up,382.0,191.0,0.005235602094240838,1.0,95.50261780104712,94.50261780104712,0.9999999999807021,6.21253928259108e-06,6.212539282631043e-06,190.9999999963141,0.0011865950029748963,381.49987840191756,598.9537093866219,0.6369438446129752,381.950986632718
383,601616,1571,down,383.0,191.5,0.005221932114882507,1.0,95.75261096605745,94.75261096605745,-0.9999999162082557,-0.0004093696147744906,-3.141183283963585,-191.49998395388096,-0.07839428122931495,382.4999922287782,600.9072080450871,0.6365375337619157,382.950986632718
384,603187,1571,up,384.0,192.0,0.005208333333333333,1.0,96.00260416666667,95.00260416666667,0.9999996699001884,0.0008125266237325337,0.0008125267131375072,191.99993662083617,0.15600511175664647,383.49999220846115,602.4777076627392,0.6365380616259091,383.950986632718
385,604758,1571,down,385.0,192.5,0.005194805194805195,1.0,96.2525974025974,95.2525974025974,-0.9999992610565402,-0.0012156835006251554,-3.1403769697897275,-192.499857753384,-0.23401907387034243,384.49999218814423,604.0487069371065,0.6365380602133767,384.950986632718
386,606329,1571,up,386.0,193.0,0.0051813471502590676,1.0,96.50259067357513,95.50259067357513,0.9999986896773775,0.0016188401799228198,0.001618840886990827,192.99974710773387,0.3124361547251042,385.49999216782726,605.6197064003039,0.6365380586097021,385.950986632718
387,607899,1570,down,387.0,193.5,0.00516795865633075,1.0,96.75258397932816,95.75258397932816,-0.9999999997579858,-2.2000640575935028e-05,-3.1415706529492153,-193.49999995317026,-0.004257123951443428,386.4998768082283,606.8037066902122,0.6369438296881494,386.9503500954806
388,609470,1571,up,388.0,194.0,0.005154639175257732,1.0,97.00257731958763,96.00257731958763,0.9999999096204548,0.00042515771469564485,0.0004251577275041656,193.99998246636824,0.0824805966509551,387.4999921271932,608.7622053524102,0.6365375325869169,387.9503500954806
389,611041,1571,down,389.0,194.5,0.005141388174807198,0.9999999999999999,97.25257069408741,96.25257069408741,-0.9999996569473037,-0.0008283147197148571,-3.1407643387753597,-194.49993327625057,-0.1611072129845397,388.4999921068762,610.3327049942085,0.6365380536351279,388.9503500954806
390,612612,1571,up,390.0,195.0,0.005128205128205128,1.0,97.50256410256411,96.50256410256411,0.9999992417385739,0.0012314715901016013,0.0012314719013608304,194.99985213902193,0.24013696006981225,389.4999920865593,611.9037042806549,0.6365380522486783,389.9503500954806
391,614183,1571,down,391.0,195.5,0.005115089514066497,1.0,97.75255754475704,96.75255754475704,-0.9999986639943327,-0.0016346282603300095,-3.1399580246015053,-195.49973881089204,-0.31956982489451685,390.49999206624227,613.474703757528,0.6365380506717436,390.9503500954806
392,615753,1570,up,392.0,196.0,0.00510204081632653,0.9999999999999999,98.00255102040816,97.00255102040816,0.9999999992860055,3.7788741865944406e-05,3.778874187493806e-05,195.99999986005707,0.007406593405725104,391.499875214539,614.6537040626758,0.6369438150731749,391.94971355824316
393,617324,1571,down,393.0,196.5,0.005089058524173028,1.0,98.25254452926208,97.25254452926208,-0.9999999027833896,-0.00044094581451396375,-3.14115170776099,-196.49998089693605,-0.08664585255199388,392.49999202560826,616.6172027283363,0.6365375313710351,392.94971355824316
394,618895,1571,up,394.0,197.0,0.005076142131979695,0.9999999999999999,98.50253807106598,97.50253807106598,0.999999643745155,0.0008441028154913213,0.0008441029157299081,196.99992981779553,0.16628825465179028,393.4999920052913,618.187702393494,0.6365380457775872,393.94971355824316
395,620466,1571,down,395.0,197.5,0.005063291139240506,1.0,98.75253164556962,97.75253164556962,-0.9999992221713436,-0.0012472596792744719,-3.140345393587134,-197.49984637884037,-0.2463337866567082,394.4999919849743,619.7587016915405,0.6365380444167131,394.94971355824316
396,622037,1571,up,396.0,198.0,0.005050505050505051,1.0,99.00252525252525,98.00252525252525,0.9999986380620243,0.0016504163403314558,0.0016504170895867605,197.9997303362808,0.32678243538562823,395.4999919646573,621.3297011815731,0.6365380428660357,395.94971355824316
397,623607,1570,down,397.0,198.5,0.005037783375314861,1.0,99.25251889168766,98.25251889168766,-0.999999998564761,-5.3576843149092106e-05,-3.1415390767466187,-198.49999971510505,-0.010635003365094783,396.49987362084977,622.5037015014084,0.6369438007589947,396.94907702100573
398,625178,1571,up,398.0,199.0,0.005025125628140704,1.0,99.50251256281408,98.50251256281408,0.9999998956970603,0.00045673391422529325,0.00045673393010485725,198.999979243715,0.09089004893083336,397.4999919240234,624.4722001702772,0.6365375301184513,397.94907702100573
399,626749,1571,down,399.0,199.5,0.005012531328320802,1.0,99.75250626566417,98.75250626566417,-0.9999996302937422,-0.0008598909110618673,-3.140732762572762,-199.49992624360155,-0.17154823675684253,398.4999919037063,626.0426998580414,0.6365380380508684,398.94907702100573
400,628320,1571,up,400.0,200.0,0.005,1.0,100.0025,99.0025,0.9999992023548495,0.0012630477681370854,0.0012630481039585017,199.9998404709699,0.2526095536274171,399.4999918833894,627.6136991672349,0.6365380367150621,399.94907702100573
