m,j,gap,side,k_snap,r_out,r_in,gm,am,tension,hx,hy,atan2,Px,Py,leg_chord,leg_path,leg_chord_over_path,k_frozen
108,169647,1571,up,108.0,54.0,0.018518518518518517,1.0,27.00925925925926,26.00925925925926,0.9999988126267758,0.00154102077815094,0.0015410213880734996,53.99993588184589,0.08321512202015077,107.49999781597465,168.8822401676765,0.6365382038350637,107.98663271801401
109,171218,1571,down,109.0,54.5,0.01834862385321101,1.0,27.259174311926607,26.259174311926607,-0.9999981100856241,-0.0019441772502247197,-3.1396484751147913,-54.49989699966651,-0.10595766013724722,108.49999779565725,170.45323334574707,0.6365382202845987,108.98663271801401
110,172788,1570,up,110.0,55.0,0.01818181818181818,1.0,27.509090909090908,26.509090909090908,0.9999999396780782,0.0003473382216054504,0.0003473382285894869,54.9999966822943,0.019103602188299772,109.49996509899013,171.91422714279273,0.6369453355831858,109.98599618077658
111,174359,1571,down,111.0,55.5,0.018018018018018018,1.0,27.75900900900901,26.75900900900901,-0.9999997183784038,-0.0007504952450650178,-3.1408421582742765,-55.499984370001414,-0.041652486101108485,110.49999775502249,173.59572173199328,0.6365364114538405,110.98599618077658
112,175930,1571,up,112.0,56.0,0.017857142857142856,1.0,28.008928571428573,27.008928571428573,0.999999334543141,0.0011536521465442433,0.0011536524024462226,55.9999627344159,0.06460452020647763,111.49999773470513,175.16621347615686,0.6365382656963251,111.98599618077658
113,177501,1571,down,113.0,56.5,0.017699115044247787,1.0,28.258849557522122,27.258849557522122,-0.9999987881723515,-0.001556808860510577,-3.140035844100421,-56.499931531737865,-0.0879597006188476,112.49999771438777,176.73720727084068,0.6365382787903133,112.98599618077658
114,179072,1571,up,114.0,57.0,0.017543859649122806,1.0,28.50877192982456,27.50877192982456,0.9999980792661248,0.001959965321440644,0.0019599665762988707,56.99989051816912,0.11171802332211672,113.49999769407042,178.30820103928812,0.6365382917472316,113.98599618077658
115,180642,1570,down,115.0,57.5,0.017391304347826087,1.0,28.758695652173913,27.758695652173913,-0.999999934069635,-0.00036312632190623205,-3.1412295272599065,-57.49999620900402,-0.020879763509608344,114.4999635052717,179.7641954309761,0.6369453229035041,114.98535964353914
116,182213,1571,up,116.0,58.0,0.017241379310344827,1.0,29.00862068965517,28.00862068965517,0.999999706404877,0.0007662833418217731,0.0007662834168141326,57.999982971482865,0.04444443382566284,115.49999765343574,181.45069046000506,0.6365365563538266,115.98535964353914
117,183784,1571,down,117.0,58.5,0.017094017094017096,1.0,29.25854700854701,28.25854700854701,-0.999999316204532,-0.0011694402371886078,-3.140423213086052,-58.49995999796512,-0.06841225387553355,116.4999976331184,183.0211828681716,0.6365383274625224,116.98535964353914
118,185355,1571,up,118.0,59.0,0.01694915254237288,1.0,29.508474576271187,28.508474576271187,0.9999987634686637,0.0015725969424805236,0.0015725975906693106,58.99992704465116,0.0927832196063509,117.49999761280107,184.59217717378752,0.6365383377117799,117.98535964353914
119,186926,1571,down,119.0,59.5,0.01680672268907563,1.0,29.758403361344538,28.758403361344538,-0.9999980481973619,-0.0019757533921707024,-3.1396168989121946,-59.49988386774304,-0.11755732683415679,118.49999759248375,186.16317145916284,0.6365383478572623,118.98535964353914
120,188496,1570,up,120.0,60.0,0.016666666666666666,1.0,30.008333333333333,29.008333333333333,0.9999999282119277,0.00037891442211868245,0.0003789144311858614,59.999995692715665,0.02273486532712095,119.49996191155593,187.61416637292288,0.6369453022754393,119.98472310630171
121,190067,1571,down,121.0,60.5,0.01652892561983471,1.0,30.25826446280992,29.25826446280992,-0.9999996941820858,-0.0007820714383909071,-3.1408105820716785,-60.49998149801619,-0.04731532202264988,120.49999755184912,189.305661783263,0.6365366805025101,120.98472310630171
122,191638,1571,up,122.0,61.0,0.01639344262295082,1.0,30.508196721311474,29.508196721311474,0.9999992976166591,0.0011852283275461345,0.00118522860504109,60.999957154616204,0.0722989279803142,121.49999753153182,190.87615477939966,0.6365383757439603,121.98472310630171
123,193209,1571,down,123.0,61.5,0.016260162601626018,1.0,30.758130081300813,29.758130081300813,-0.999998738515712,-0.0015883850240607335,-3.1400042678978246,-61.49992241871629,-0.09768567897973511,122.49999751121453,192.44714953367955,0.6365383836967469,122.98472310630171
124,194780,1571,up,124.0,62.0,0.016129032258064516,1.0,31.008064516129032,30.008064516129032,0.9999980168793353,0.0019915414624047363,0.0019915427788947905,61.99987704651879,0.12347557066909365,123.49999749089723,194.01814427423028,0.6365383915657864,123.98472310630171
125,196350,1570,down,125.0,62.5,0.016,1.0,31.258,30.258,-0.9999999221049564,-0.0003947025222350459,-3.14119795105731,-62.49999513155977,-0.024668907639690367,124.49996031784248,195.46413964889499,0.6369452756985357,124.98408656906429
126,197921,1571,up,126.0,63.0,0.015873015873015872,1.0,31.50793650793651,30.50793650793651,0.9999996817100307,0.0007978595347601073,0.0007978596194103471,62.99997994773194,0.05026515068988676,125.49999745026268,197.16063539156937,0.6365367873815905,125.98408656906429
127,199492,1571,down,127.0,63.5,0.015748031496062992,1.0,31.757874015748033,30.757874015748033,-0.9999992787795222,-0.0012010164176049008,-3.140391636883456,-63.49995420249966,-0.0762645425179112,126.4999974299454,198.7311289111146,0.6365384130964423,126.98408656906429
128,201063,1571,up,128.0,64.0,0.015625,1.0,32.0078125,31.0078125,0.9999987133134965,0.0016041731052414954,0.0016041737932644773,63.99991765206378,0.1026670787354557,127.49999740962814,200.30212406145748,0.63653841918575,127.98408656906429
129,202633,1570,down,129.0,64.5,0.015503875968992248,1.0,32.257751937984494,31.257751937984494,-0.9999999999731095,-7.333546853354403e-06,-3.1415853200429398,-64.49999999826557,-0.00047301377204135895,128.49995904287326,201.74411976707742,0.6369452511985588,128.98345003182686
130,204204,1571,up,130.0,65.0,0.015384615384615385,1.0,32.50769230769231,31.50769230769231,0.9999999157487209,0.00041049062225386156,0.00041049063378198193,64.99999452366686,0.026681890446501003,129.4999973689936,203.4446157455821,0.6365368623514716,129.98345003182686
131,205775,1571,down,131.0,65.5,0.015267175572519083,1.0,32.75763358778626,31.75763358778626,-0.9999996689887115,-0.0008136476309336101,-3.140779005869084,-65.4999783187606,-0.05329391982615146,130.49999734867632,205.0151096437209,0.6365384364862748,130.98345003182686
132,207346,1571,up,132.0,66.0,0.015151515151515152,1.0,33.00757575757576,32.00757575757576,0.9999992596931213,0.0012168045073688342,0.0012168048076385055,65.999951139746,0.08030909748634306,131.4999973283591,206.58610507837832,0.6365384413364503,131.98345003182686
133,208917,1571,down,133.0,66.5,0.015037593984962405,1.0,33.25751879699248,32.25751879699248,-0.999998687862017,-0.001619961186028675,-3.1399726916952266,-66.49991274282412,-0.10772741887090688,132.49999730804186,208.15710051169665,0.6365384461175105,132.98345003182686
134,210487,1570,up,134.0,67.0,0.014925373134328358,1.0,33.507462686567166,32.507462686567166,0.9999999997326948,2.312164815094668e-05,2.3121648153006856e-05,66.99999998209056,0.0015491504261134275,133.4999574491634,209.59409659026855,0.6369452175465604,133.98281349458944
135,212058,1571,down,135.0,67.5,0.014814814814814815,1.0,33.757407407407406,32.757407407407406,-0.9999999091432213,-0.00042627872216825476,-3.141166374854715,-67.49999386716745,-0.028773813746357197,134.4999972674074,211.29959283138217,0.6365369448427611,134.98281349458944
136,213629,1571,up,136.0,68.0,0.014705882352941176,1.0,34.00735294117647,33.00735294117647,0.9999996560181285,0.000829435726901616,0.000829435822005247,67.99997660923273,0.05640162942930989,135.49999724709014,212.87008715918935,0.6365384589980461,135.98281349458944
137,215200,1571,down,137.0,68.5,0.014598540145985401,1.0,34.25729927007299,33.25729927007299,-0.9999992403574565,-0.0012325925968240553,-3.1403600606808593,-68.49994796448577,-0.08443259288244778,136.4999972267729,214.441082914091,0.636538462555038,136.98281349458944
138,216771,1571,up,138.0,69.0,0.014492753623188406,1.0,34.507246376811594,33.507246376811594,0.9999986621612738,0.001635749266404639,0.0016357499958612677,68.9999076891279,0.1128666993819201,137.4999972064557,216.01207867467036,0.636538466043561,137.98281349458944
139,218341,1570,down,139.0,69.5,0.014388489208633094,1.0,34.757194244604314,33.757194244604314,-0.9999999992430157,-3.8909749440662025e-05,-3.1415537438403427,-69.4999999473896,-0.0027042275861260106,138.4999558554552,217.44407508690279,0.6369451814224089,138.982176957352
140,219912,1571,up,140.0,70.0,0.014285714285714285,1.0,35.00714285714286,34.00714285714286,0.9999999022884576,0.0004420668219797317,0.000442066836378076,69.99999316019203,0.030944677538581218,139.49999716582127,219.1545715598074,0.6365370166496921,139.982176957352
141,221483,1571,down,141.0,70.5,0.014184397163120567,1.0,35.25709219858156,34.25709219858156,-0.999999642798281,-0.0008452238226673046,-3.1407474296664875,-70.49997481727881,-0.059588279498044974,140.49999714550404,220.72506627499888,0.6365384752924105,140.982176957352
142,223054,1571,up,142.0,71.0,0.014084507042253521,1.0,35.50704225352113,34.50704225352113,0.9999992207725278,0.0012483806859760079,0.0012483810102336178,70.99994467484947,0.08863502870429656,141.49999712518684,222.2960623162059,0.6365384777887321,141.982176957352
143,224625,1571,down,143.0,71.5,0.013986013986013986,1.0,35.75699300699301,34.75699300699301,-0.9999986362112667,-0.0016515373463781018,-3.139941115492632,-71.49990248910557,-0.11808492026603427,142.49999710486964,223.86705837008722,0.6365384802139799,142.982176957352
144,226195,1570,up,144.0,72.0,0.013888888888888888,1.0,36.00694444444444,35.00694444444444,0.9999999985040725,5.46978507229055e-05,5.469785075018018e-05,71.99999989229322,0.003938245252049196,143.49995426174848,225.2940550820527,0.636945143579068,143.98154042011458
145,227766,1571,down,145.0,72.5,0.013793103448275862,1.0,36.25689655172414,35.25689655172414,-0.9999998951844298,-0.0004578549216805665,-3.141134798652116,-72.49999240087116,-0.03319448182184107,144.4999970642352,227.00955176033972,0.636537079359497,144.98154042011458
146,229337,1571,up,146.0,73.0,0.0136986301369863,1.0,36.50684931506849,35.50684931506849,0.9999996293291696,0.000861011918220202,0.0008610120246042187,72.99997294102938,0.06285387003007474,145.49999704391803,228.58004682616289,0.6365384864697838,145.98154042011458
147,230908,1571,down,147.0,73.5,0.013605442176870748,1.0,36.756802721088434,35.756802721088434,-0.9999992009383353,-0.0012641687748154108,-3.1403284844782613,-73.49994126896765,-0.09291640494893269,146.49999702360086,230.15104312433766,0.6365384880939042,146.98154042011458
148,232479,1571,up,148.0,74.0,0.013513513513513514,1.0,37.00675675675676,36.00675675675676,0.999998610011996,0.0016673254259386547,0.0016673261984598644,73.9998971408877,0.12338208151946045,147.49999700328362,231.72203944210358,0.6365384896421858,147.98154042011458
149,234049,1570,down,149.0,74.5,0.013422818791946308,1.0,37.256711409395976,36.256711409395976,-0.9999999975158652,-7.048595198940594e-05,-3.1415221676377456,-74.49999981493195,-0.005251203423210743,148.49995266804314,233.14403642435008,0.6369451046037284,148.98090388287716
150,235620,1571,up,150.0,75.0,0.013333333333333334,1.0,37.50666666666667,36.50666666666667,0.9999998878311379,0.0004736430212661317,0.0004736430389754654,74.99999158733534,0.03552322659495988,149.49999696264928,234.86453328527222,0.6365371342852474,149.98090388287716
151,237191,1571,down,151.0,75.5,0.013245033112582781,1.0,37.75662251655629,36.75662251655629,-0.9999996156107943,-0.000876800013559324,-3.14071585346389,-75.49997097861497,-0.06619840102372895,150.4999969423321,236.43502866962152,0.6365384934253153,150.98090388287716
152,238762,1571,up,152.0,76.0,0.013157894736842105,1.0,38.00657894736842,37.00657894736842,0.9999991808548785,0.0012799568633404693,0.001279957212830724,75.99993774497077,0.09727672161387567,151.49999692201493,238.0060251992747,0.6365384943308428,151.98090388287716
153,240333,1571,down,153.0,76.5,0.013071895424836602,1.0,38.25653594771242,37.25653594771242,-0.9999985835634613,-0.001683113505082012,-3.1399095392900365,-76.4998916426048,-0.1287581831387739,152.49999690169776,239.57702175531327,0.6365384951543904,152.98090388287716
154,241903,1570,up,154.0,77.0,0.012987012987012988,1.0,38.506493506493506,37.506493506493506,0.9999999962783938,8.627405324042946e-05,8.627405334745549e-05,76.99999971343632,0.0066431020995130685,153.49995107433904,240.99401898215,0.6369450649549461,153.98026734563973
155,243474,1571,down,155.0,77.5,0.012903225806451613,1.0,38.75645161290323,37.75645161290323,-0.9999998802285819,-0.0004894311207342119,-3.141103222449519,-77.4999907177151,-0.03793091185690142,154.4999968610634,242.71951600602182,0.6365371825198856,154.98026734563973
156,245045,1571,up,156.0,78.0,0.01282051282051282,1.0,39.006410256410255,38.006410256410255,0.9999996016431547,0.0008925881086795859,0.0008925882272024659,77.99996892816607,0.0696218724770077,155.49999684074623,244.29001168071494,0.6365384968910782,155.98026734563973
157,246616,1571,down,157.0,78.5,0.012738853503184714,1.0,39.25636942675159,38.25636942675159,-0.999999160522158,-0.0012957449515476954,-3.1402969082756624,-78.4999341009894,-0.10171597869649408,156.49999682042906,245.86100841959592,0.6365384972038352,156.98026734563973
158,248187,1571,up,158.0,79.0,0.012658227848101266,1.0,39.50632911392405,38.50632911392405,0.999998556865663,0.0016989015838118082,0.001698902401060017,78.99988599238738,0.13421322512113285,157.49999680011194,247.43200519150685,0.6365384974276487,157.98026734563973
159,249757,1570,down,159.0,79.5,0.012578616352201259,1.0,39.7562893081761,38.7562893081761,-0.9999999947916582,-0.00010206215447046871,-3.1414905914351454,-79.49999958593683,-0.008113941280402262,158.499949480636,248.84400264041835,0.6369450249908966,158.9796308084023
160,251328,1571,up,160.0,80.0,0.0125,1.0,40.00625,39.00625,0.9999998723767617,0.0005052192200847575,0.0005052192415773295,79.99998979014093,0.0404175376067806,159.4999967594776,250.5744998101261,0.6365372249783573,159.9796308084023
161,252899,1571,down,161.0,80.5,0.012422360248447204,0.9999999999999999,40.256211180124225,39.256211180124225,-0.9999995874262513,-0.0009083762035809721,-3.1406842772612884,-80.49996678781322,-0.07312428438826825,160.49999673916042,252.1449957503157,0.6365384974687108,160.9796308084023
162,254470,1571,up,162.0,81.0,0.012345679012345678,1.0,40.50617283950617,39.50617283950617,0.9999991399401734,0.0013115330394340913,0.0013115334154331802,80.99993033515405,0.1062341761941614,161.4999967188433,253.71599267891807,0.6365384972922236,161.9796308084023
163,256041,1571,down,163.0,81.5,0.012269938650306749,1.0,40.75613496932515,39.75613496932515,-0.9999985299186008,-0.0017146896621147315,-3.1398779630874336,-81.49988018836596,-0.13974720746235061,162.49999669852616,255.28698964702266,0.6365384970194127,162.9796308084023
164,257611,1570,up,164.0,82.0,0.012195121951219513,1.0,41.00609756097561,40.00609756097561,0.9999999930556586,0.00011785025567497328,0.00011785025594777075,81.999999430564,0.00966372096534781,163.499947886934,256.6939872981934,0.6369449849910244,163.97899427116485
165,259182,1571,down,165.0,82.5,0.012121212121212121,1.0,41.25606060606061,40.25606060606061,-0.9999998642756774,-0.0005210073193032373,-3.141071646246919,-82.49998880274339,-0.04298310384251707,164.49999665789187,258.4294845987969,0.6365372624306882,164.97899427116485
166,260753,1571,up,166.0,83.0,0.012048192771084338,1.0,41.506024096385545,40.506024096385545,0.9999995729600838,0.0009241642982498679,0.0009241644298015718,82.99996455568696,0.07670563675473904,165.49999663757472,259.9999807824879,0.6365384956548499,165.97899427116485
167,262324,1571,down,167.0,83.5,0.011976047904191617,1.0,41.7559880239521,40.7559880239521,-0.9999991191089249,-0.0013273211269879824,-3.140265332073063,-83.49992644559524,-0.11083131410349653,166.4999966172576,261.5709778836359,0.6365384950746632,166.97899427116485
168,263895,1571,up,168.0,84.0,0.011904761904761904,1.0,42.00595238095238,41.00595238095238,0.9999985027222748,0.0017304777399864742,0.001730478603655583,83.99987422867108,0.14536013015886384,167.49999659694043,263.1419750305763,0.6365384943906325,167.97899427116485
169,265465,1570,down,169.0,84.5,0.011834319526627219,1.0,42.255917159763314,41.255917159763314,-0.9999999910703948,-0.00013363835684758221,-3.141459015232548,-84.49999924544836,-0.011292441153620696,168.49994629323288,264.54397286649686,0.6369449451727521,168.97835773392742
170,267036,1571,up,170.0,85.0,0.011764705882352941,1.0,42.50588235294118,41.50588235294118,0.999999855925329,0.000536795418392905,0.0005367954441724476,84.99998775365297,0.045627610563396925,169.4999965563062,266.2844702849039,0.6365372955281781,169.97835773392742
171,268607,1571,down,171.0,85.5,0.011695906432748537,1.0,42.755847953216374,41.755847953216374,-0.9999995582446521,-0.0009399523926906336,-3.140652701058693,-85.49996222991776,-0.08036592957504916,170.49999653598906,267.85496669254456,0.6365384918611432,170.97835773392742
172,270178,1571,up,172.0,86.0,0.011627906976744186,1.0,43.00581395348837,42.00581395348837,0.9999990980284126,0.0013431092142105773,0.001343109618026173,85.99992243044348,0.11550739242210965,171.4999965156719,269.4259639510609,0.636538490948198,171.97835773392742
173,271749,1571,down,173.0,86.5,0.011560693641618497,1.0,43.255780346820806,42.255780346820806,-0.999998475276685,-0.0017462658174302573,-3.1398463868848383,-86.49986811143324,-0.15105199320771726,172.4999964953548,270.99696126146875,0.6365384899239511,172.97835773392742
174,273319,1570,up,174.0,87.0,0.011494252873563218,1.0,43.50574712643678,42.50574712643678,0.9999999888358667,0.0001494264579880811,0.00014942645854415341,86.99999902872041,0.013000101844963056,173.49994469953256,272.3939592666084,0.6369449057044532,173.97772119669
175,274890,1571,down,175.0,87.5,0.011428571428571429,1.0,43.755714285714284,42.755714285714284,-0.9999998473257166,-0.0005525835173501885,-3.1410400700443213,-87.4999866410002,-0.04835105776814149,174.49999645472056,274.13945679130234,0.6365373248242934,174.97772119669
176,276461,1571,up,176.0,88.0,0.011363636363636364,1.0,44.00568181818182,43.00568181818182,0.9999995432799567,0.0009557404868977859,0.000955740632399758,87.99995980863619,0.08410516284700516,175.49999643440347,275.70995340545323,0.6365384864300379,175.97772119669
177,278032,1571,down,177.0,88.5,0.011299435028248588,1.0,44.255649717514125,43.255649717514125,-0.9999990766986363,-0.001358897301102311,-3.140233755870467,-88.49991828782932,-0.12026241114755452,176.49999641408633,277.2809508078741,0.6365384852433728,176.97772119669
178,279603,1571,up,178.0,89.0,0.011235955056179775,1.0,44.50561797752809,43.50561797752809,0.9999984475818315,0.0017620538944386058,0.0017620548062539986,88.999861834783,0.15682279660503592,177.49999639376918,278.8519482680923,0.6365384839381438,177.97772119669
179,281173,1570,down,179.0,89.5,0.0111731843575419,1.0,44.75558659217877,43.75558659217877,-0.9999999863520748,-0.00016521455909045862,-3.1414274390299513,-89.49999877851069,-0.014786703038596046,178.49994310583307,280.2439464286274,0.6369448667155901,178.97708465945257
180,282744,1571,up,180.0,90.0,0.011111111111111112,1.0,45.00555555555555,44.00555555555555,0.99999983847684,0.000568371616168932,0.0005683716467706604,89.9999854629156,0.05115344545520388,179.49999635313497,281.9944440494432,0.6365373507914309,179.97708465945257
181,284315,1571,down,181.0,90.5,0.011049723756906077,1.0,45.255524861878456,44.255524861878456,-0.999999528065997,-0.0009715285808672053,-3.1406211248560933,-90.49995728997273,-0.08792333656848207,180.49999633281786,283.5649408544945,0.6365384796473753,180.97708465945257
182,285886,1571,up,182.0,91.0,0.01098901098901099,1.0,45.505494505494504,44.505494505494504,0.999999055119596,0.0013746853876564558,0.0013746858206277145,90.99991401588323,0.12509637027673748,181.4999963125007,285.1359383888369,0.6365384782362687,181.97708465945257
183,287457,1571,down,183.0,91.5,0.01092896174863388,1.0,45.755464480874316,44.755464480874316,-0.9999984196377142,-0.0017778419710096484,-3.139814810682238,-91.49985539685085,-0.16267254034738282,182.49999629218362,286.7069359866897,0.6365384766996225,182.97708465945257
184,289027,1570,up,184.0,92.0,0.010869565217391304,1.0,46.005434782608695,45.005434782608695,0.9999999836190184,0.000181002660155843,0.00018100266114417674,91.9999984929497,0.016652244734337556,183.49994151213426,288.0939342902705,0.6369448283046736,183.97644812221515
185,290598,1571,down,185.0,92.5,0.010810810810810811,1.0,46.255405405405405,45.255405405405405,-0.9999998293786994,-0.0005841597148504337,-3.1410084938417193,-92.49998421752969,-0.05403477362366512,184.49999625154945,289.84943199820776,0.6365373738344613,184.97644812221515
186,292169,1571,up,186.0,93.0,0.010752688172043012,1.0,46.505376344086024,45.505376344086024,0.9999995126027732,0.0009873166745977182,0.0009873168350028859,92.99995467205791,0.0918204507375878,185.49999623123233,291.41992898014155,0.6365384717524689,185.97644812221515
187,293740,1571,down,187.0,93.5,0.0106951871657754,0.9999999999999999,46.75534759358289,45.75534759358289,-0.9999990332912919,-0.001390473473869921,-3.1402021796678623,-93.49990961273579,-0.13000926980683764,186.4999962109152,292.99092663570474,0.6365384701581669,186.97644812221515
188,295311,1571,up,188.0,94.0,0.010638297872340425,1.0,47.005319148936174,46.005319148936174,0.9999983914443332,0.0017936300471413475,0.001793631008859892,93.99984879576732,0.16860122443128667,187.4999961905981,294.56192436029914,0.6365384684316967,187.97644812221515
189,296881,1570,down,189.0,94.5,0.010582010582010581,1.0,47.25529100529101,46.25529100529101,-0.999999980636698,-0.0001967907611779355,-3.1413958628273453,-94.49999817016797,-0.018596726931314905,188.4999399184361,295.9439227958647,0.6369447905455353,188.97581158497772
190,298452,1571,up,190.0,95.0,0.010526315789473684,1.0,47.50526315789474,46.50526315789474,0.9999998200312945,0.0005999478133864139,0.0005999478493770269,94.99998290297297,0.05699504227170932,189.49999614996392,297.7044205829289,0.6365373943017302,189.97581158497772
191,300023,1571,down,191.0,95.5,0.010471204188481676,1.0,47.75523560209424,46.75523560209424,-0.9999994968902856,-0.0010031047680836057,-3.1405895486534856,-95.49995195302228,-0.09579650535198435,190.49999612964686,299.27491772911884,0.6365384629462103,190.97581158497772
192,301594,1571,up,192.0,96.0,0.010416666666666666,1.0,48.005208333333336,47.005208333333336,0.9999990112137238,0.0014062615597371013,0.0014062620232346617,95.99990507651748,0.13500110973476173,191.49999610932971,300.84591549631887,0.6365384612033163,191.97581158497772
193,303165,1571,down,193.0,96.5,0.010362694300518135,1.0,48.255181347150256,47.255181347150256,-0.9999983630016887,-0.0018094181228222354,-3.139783234479632,-96.49984202966296,-0.1746088488523457,192.49999608901265,302.4169133378822,0.6365384593220077,192.97581158497772
194,304735,1570,up,194.0,97.0,0.010309278350515464,1.0,48.50515463917526,47.50515463917526,0.9999999774051135,0.00021257886214851919,0.00021257886374958428,96.999997808296,0.020620149628406362,193.49993832473854,303.7939118954908,0.636944753492312,193.9751750477403
195,306306,1571,down,195.0,97.5,0.010256410256410256,1.0,48.75512820512821,47.75512820512821,-0.9999998104346256,-0.0006157359117694751,-3.1409769176391165,-97.499981517376,-0.06003425139752382,194.49999604837848,305.5594097545608,0.6365374124940538,194.9751750477403
196,307877,1571,up,196.0,98.0,0.01020408163265306,0.9999999999999999,49.005102040816325,48.005102040816325,0.9999994809285339,0.0010188928613116604,0.0010188930376044342,97.99994913099631,0.09985150040854272,195.49999602806136,307.1299070535995,0.6365384533976473,195.9751750477403
197,309448,1571,down,197.0,98.5,0.01015228426395939,0.9999999999999999,49.255076142131976,48.255076142131976,-0.9999989888868922,-0.0014220496452497823,-3.140170603465259,-98.49990040535889,-0.14007189005710355,196.4999960077443,308.70090492382684,0.6365384515352537,196.9751750477403
198,311019,1571,up,198.0,99.0,0.010101010101010102,1.0,49.505050505050505,48.505050505050505,0.99999833430978,0.0018252061980529157,0.001825207211462962,98.99983509666822,0.18069541360723865,197.4999959874272,310.2719028735666,0.636538449528596,197.9751750477403
199,312589,1570,down,199.0,99.5,0.010050251256281407,1.0,49.755025125628144,48.755025125628144,-0.9999999739242649,-0.00022836696306278474,-3.1413642866247455,-99.49999740546436,-0.022722512824747083,198.4999367310415,311.6439015442597,0.6369447171834053,198.97453851050287
200,314160,1571,up,200.0,100.0,0.01,1.0,50.005,49.005,0.9999998005886925,0.0006315240099978026,0.000631524051975482,99.99998005886926,0.06315240099978026,199.49999594679304,313.41439946897344,0.6365374286721073,199.97453851050287
201,315731,1571,down,201.0,100.5,0.009950248756218905,1.0,50.254975124378106,49.254975124378106,-0.9999994647175182,-0.001034680954288377,-3.1405579724508894,-100.49994620411059,-0.10398543590598187,200.49999592647598,314.9848969105281,0.6365384432493227,200.97453851050287
202,317302,1571,up,202.0,101.0,0.009900990099009901,1.0,50.504950495049506,49.504950495049506,0.9999989663107963,0.0014378377304028887,0.001437838225828873,100.99989559739043,0.14522161077069176,201.4999959061589,316.5558948760283,0.6365384412919294,201.97453851050287
203,318873,1571,down,203.0,101.5,0.009852216748768473,1.0,50.754926108374384,49.754926108374384,-0.9999983053686079,-0.0018409942728226413,-3.139751658277034,-101.4998279949137,-0.1868609186914981,202.4999958858418,318.12689292601164,0.6365384391848263,202.97453851050287
204,320443,1570,up,204.0,102.0,0.00980392156862745,1.0,51.004901960784316,50.004901960784316,0.9999999701941519,0.00024415506392165976,0.00024415506634740936,101.9999969598035,0.024903816520009295,203.499935137345,319.4938917016928,0.63694468164465,203.97390197326544
205,322014,1571,down,205.0,102.5,0.00975609756097561,1.0,51.25487804878049,50.25487804878049,-0.9999997904934954,-0.0006473121080697867,-3.140945341436518,-102.49997852558327,-0.06634949107715313,204.49999584520762,321.26938968635494,0.6365374430625166,204.97390197326544
206,323585,1571,up,206.0,103.0,0.009708737864077669,0.9999999999999999,51.50485436893204,50.50485436893204,0.9999994482572384,0.0010504690470043703,0.001050469240200644,102.99994317049556,0.10819831184145014,205.49999582489056,322.8398872610395,0.6365384326216447,205.97390197326544
207,325156,1571,down,207.0,103.5,0.00966183574879227,1.0,51.75483091787439,50.75483091787439,-0.9999989434854366,-0.0014536258152017566,-3.1401390272626655,-103.49989065074269,-0.1504502718733818,206.49999580457347,324.4108853148097,0.6365384305899138,206.97390197326544
208,326727,1571,up,208.0,104.0,0.009615384615384616,1.0,52.00480769230769,51.00480769230769,0.999998276178172,0.0018567823471327225,0.0018567834140541045,103.99982072252989,0.19310536410180315,207.49999578425644,325.9818834578598,0.6365384284034309,207.97390197326544
209,328297,1570,down,209.0,104.5,0.009569377990430622,1.0,52.254784688995215,51.254784688995215,-0.999999966214775,-0.00025994316471405435,-3.1413327104221516,-104.499996469444,-0.02716406071261868,208.49993354364895,327.34388233119483,0.6369446468918463,208.97326543602802
210,329868,1571,up,210.0,105.0,0.009523809523809525,1.0,52.50476190476191,51.50476190476191,0.9999997801490341,0.0006631002059751455,0.0006631002545695567,104.99997691564859,0.06962552162739027,209.49999574362226,329.12438037069063,0.6365374558629288,209.97326543602802
211,331439,1571,down,211.0,105.5,0.009478672985781991,1.0,52.75473933649289,51.75473933649289,-0.9999994315476948,-0.0010662571394591256,-3.1405263962482954,-105.4999400282818,-0.11249012821293775,210.49999572330518,330.6948780699613,0.636538421616473,210.97326543602802
212,333010,1571,up,212.0,106.0,0.009433962264150943,1.0,53.00471698113208,52.00471698113208,0.9999989204108131,0.0014694138996392098,0.0014694144284272239,105.99988556354619,0.15575787336175625,211.49999570298814,332.2658762056613,0.6365384195278507,211.97326543602802
213,334581,1571,down,213.0,106.5,0.009389671361502348,1.0,53.25469483568075,52.25469483568075,-0.9999982467384723,-0.0018725704209848215,-3.1397200820744393,-106.49981327764729,-0.19942874983488348,212.49999568267108,333.8368744352721,0.636538417279823,212.97326543602802
214,336151,1570,up,214.0,107.0,0.009345794392523364,0.9999999999999999,53.504672897196265,52.504672897196265,0.9999999619861338,0.00027573126544838276,0.0002757312689422533,106.99999593251631,0.029503245402976955,213.49993194995335,335.1938733996014,0.6369446129327949,213.9726288987906
215,337722,1571,down,215.0,107.5,0.009302325581395349,1.0,53.7546511627907,52.7546511627907,-0.999999769555309,-0.0006788883037230372,-3.1409137652339214,-107.49997522719572,-0.07298049265022649,214.49999564203694,336.9793714893278,0.6365374672462115,214.9726288987906
216,339293,1571,up,216.0,108.0,0.009259259259259259,1.0,54.004629629629626,53.004629629629626,0.9999994145888871,0.0010820452316506305,0.001082045442797781,107.9999367755998,0.11686088501826809,215.49999562171988,338.54986930538655,0.6365384103200749,215.9726288987906
